epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,147.288,2.16442,1.1521,2.02684,0.7693,0.78836,0.82091,0.50671,2.69807,1.48562,2.22123,0.000507115,0.000507115,0.000507115
89,148.408,2.16486,1.1396,2.01739,0.76848,0.7767,0.82313,0.51739,2.62592,1.38566,2.18503,0.000447606,0.000447606,0.000447606
90,149.555,2.24475,1.15099,2.03784,0.78313,0.81224,0.82608,0.52053,2.65858,1.34408,2.2025,0.00039264,0.00039264,0.00039264
91,179.591,2.12902,1.04367,1.97931,0.80239,0.81892,0.83876,0.51131,2.76773,1.35323,2.25829,0.00034227,0.00034227,0.00034227
92,180.829,2.10721,1.02122,1.98008,0.78768,0.83622,0.83499,0.48814,2.87213,1.40522,2.31405,0.000296546,0.000296546,0.000296546
93,182.013,2.09549,1.02602,1.96524,0.80747,0.8346,0.84277,0.49797,2.86184,1.41153,2.30943,0.000255513,0.000255513,0.000255513
94,183.178,2.12286,1.01267,1.98502,0.75576,0.84932,0.83832,0.50829,2.76171,1.40866,2.26334,0.000219212,0.000219212,0.000219212
95,184.327,2.08889,1.00065,1.96122,0.7587,0.85091,0.84164,0.52331,2.69336,1.4036,2.22767,0.000187678,0.000187678,0.000187678
96,185.585,2.06323,0.97173,1.97688,0.73865,0.84553,0.83542,0.52435,2.66767,1.41088,2.21176,0.000160943,0.000160943,0.000160943
97,186.716,2.08429,0.97654,1.95872,0.73861,0.85911,0.82606,0.51674,2.68444,1.42637,2.21815,0.000139032,0.000139032,0.000139032
98,187.854,2.11871,0.98385,1.97157,0.75394,0.82529,0.82496,0.50981,2.71269,1.44496,2.23189,0.000121968,0.000121968,0.000121968
99,189.017,2.11646,0.99996,1.98123,0.75643,0.81037,0.82537,0.49798,2.76127,1.45339,2.25398,0.000109768,0.000109768,0.000109768
100,190.157,2.06164,0.94819,1.98301,0.79513,0.78325,0.82411,0.49099,2.81442,1.46461,2.27841,0.000102443,0.000102443,0.000102443
